date,peak_hour,peak_mw,capacity_mw,reserve_mw,reserve_pct,renewables_mw,storage_mw,demand_response,event,explained,temp_station,temp_kind,temp_c,temp_rank,note
2022-09-20,14:56,11613.0,14850.0,3237.0,27.87,2163.0,0.0,False,,False,,,,,
2022-09-21,15:03,10933.0,14589.0,3656.0,33.44,2323.0,0.0,False,,False,,,,,
2022-09-22,14:56,10870.0,15211.0,4341.0,39.94,2570.0,0.0,False,,False,,,,,
2022-09-23,14:52,10437.0,15101.0,4664.0,44.69,2508.0,0.0,False,,False,,,,,
2022-09-24,15:37,9755.0,14470.0,4715.0,48.33,2127.0,0.0,False,,False,,,,,
2022-09-25,15:03,11206.0,14712.0,3506.0,31.29,2361.0,0.0,False,,False,,,,,
2022-09-26,15:46,9686.0,14314.0,4628.0,47.78,2048.0,0.0,False,,False,,,,,
2022-09-27,18:18,9719.0,12921.0,3202.0,32.95,759.0,0.0,False,,False,,,,,
2022-09-28,15:16,10979.0,13888.0,2909.0,26.5,2293.0,0.0,False,,False,,,,,
2022-09-29,14:46,11652.0,14170.0,2518.0,21.61,2442.0,0.0,False,,False,,,,,
2022-09-30,17:16,11253.0,12769.0,1516.0,13.47,794.0,0.0,False,,False,,,,,
2022-10-01,15:16,10849.0,14282.0,3433.0,31.64,2188.0,0.0,False,,False,,,,,
2022-10-02,14:59,12163.0,14451.0,2288.0,18.81,2278.0,0.0,False,,False,,,,,
2022-10-03,15:05,12136.0,13869.0,1733.0,14.28,2112.0,0.0,False,,False,,,,,
2022-10-04,15:00,10813.0,14336.0,3523.0,32.58,2203.0,0.0,False,,False,,,,,
2022-10-05,15:00,9206.0,14099.0,4893.0,53.15,2241.0,0.0,False,,False,,,,,
2022-10-06,14:43,10821.0,14401.0,3580.0,33.08,2362.0,0.0,False,,False,,,,,
2022-10-07,18:29,9201.0,12985.0,3785.0,41.14,307.0,0.0,False,,False,,,,,
2022-10-08,19:59,8582.0,11878.0,3296.0,38.41,205.0,0.0,False,,False,,,,,
2022-10-09,17:16,8831.0,12881.0,4050.0,45.86,772.0,0.0,False,,False,,,,,
2022-10-10,18:30,8373.0,12529.0,4156.0,49.64,416.0,0.0,False,,False,,,,,
2022-10-11,14:58,9313.0,14576.0,5263.0,56.51,2237.0,0.0,False,,False,,,,,
2022-10-12,14:48,9376.0,13216.0,3840.0,40.96,2080.0,0.0,False,,False,,,,,
2022-10-13,18:06,9066.0,12413.0,3347.0,36.92,617.0,0.0,False,,False,,,,,
2022-10-14,17:16,8549.0,11869.0,3320.0,38.83,656.0,0.0,False,,False,,,,,
2022-10-15,19:41,8397.0,11760.0,3363.0,40.05,155.0,0.0,False,,False,,,,,
2022-10-16,17:46,9263.0,11905.0,2642.0,28.52,574.0,0.0,False,,False,,,,,
2022-10-17,19:37,8540.0,11512.0,2972.0,34.8,66.0,0.0,False,,False,,,,,
2022-10-18,15:46,9578.0,12757.0,3179.0,33.19,1595.0,0.0,False,,False,,,,,
2022-10-19,18:45,9343.0,11709.0,2366.0,25.32,185.0,0.0,False,,False,,,,,
2022-10-20,18:33,9284.0,11718.0,2433.0,26.21,174.0,0.0,False,,False,,,,,
2022-10-21,17:46,8645.0,11212.0,2567.0,29.69,353.0,0.0,False,,False,,,,,
2022-10-22,19:30,8394.0,11156.0,2762.0,32.9,51.0,0.0,False,,False,,,,,
2022-10-23,14:17,9162.0,12922.0,3761.0,41.05,1797.0,0.0,False,,False,,,,,
2022-10-24,18:33,9147.0,11520.0,2374.0,25.95,47.0,0.0,False,,False,,,,,
2022-10-25,18:44,9359.0,11239.0,1881.0,20.1,77.0,0.0,False,,False,,,,,
2022-10-26,18:32,9350.0,11332.0,1983.0,21.21,119.0,0.0,False,,False,,,,,
2022-10-27,18:34,9327.0,11941.0,2614.0,28.03,153.0,0.0,False,,False,,,,,
2022-10-28,18:33,8637.0,11656.0,3019.0,34.95,52.0,0.0,False,,False,,,,,
2022-10-29,19:19,8438.0,11612.0,3174.0,37.62,28.0,0.0,False,,False,,,,,
2022-10-30,17:39,9420.0,11393.0,1973.0,20.94,148.0,0.0,False,,False,,,,,
2022-10-31,17:32,9152.0,11853.0,2701.0,29.51,227.0,0.0,False,,False,,,,,
2022-11-01,18:26,8351.0,11636.0,3286.0,39.35,72.0,0.0,False,,False,,,,,
2022-11-02,17:44,8954.0,11988.0,3035.0,33.9,200.0,0.0,False,,False,,,,,
2022-11-03,17:49,8936.0,11853.0,2917.0,32.64,207.0,0.0,False,,False,,,,,
2022-11-04,17:35,8066.0,11805.0,3739.0,46.36,53.0,0.0,False,,False,,,,,
2022-11-05,18:31,8023.0,11504.0,3481.0,43.39,59.0,0.0,False,,False,,,,,
2022-11-06,17:41,9025.0,11336.0,2311.0,25.61,168.0,0.0,False,,False,,,,,
2022-11-07,17:44,8861.0,10486.0,1625.0,18.34,189.0,0.0,False,,False,,,,,
2022-11-08,17:46,9029.0,11090.0,2061.0,22.83,30.0,0.0,False,,False,,,,,
2022-11-09,18:02,9088.0,11280.0,2192.0,24.12,30.0,0.0,False,,False,,,,,
2022-11-10,17:49,8819.0,11348.0,2529.0,28.68,154.0,0.0,False,,False,,,,,
2022-11-11,17:33,7963.0,10710.0,2747.0,34.5,170.0,0.0,False,,False,,,,,
2022-11-12,18:21,7908.0,10654.0,2746.0,34.72,116.0,0.0,False,,False,,,,,
2022-11-13,17:37,8951.0,11853.0,2902.0,32.42,92.0,0.0,False,,False,,,,,
2022-11-14,18:09,8998.0,11425.0,2427.0,26.97,13.0,0.0,False,,False,,,,,
2022-11-15,17:57,9145.0,11330.0,2185.0,23.89,70.0,0.0,False,,False,,,,,
2022-11-16,18:22,9222.0,10690.0,1469.0,15.93,70.0,0.0,False,,False,,,,,
2022-11-17,18:27,9027.0,10868.0,1842.0,20.41,161.0,0.0,False,,False,,,,,
2022-11-18,17:44,8027.0,10623.0,2596.0,32.34,125.0,0.0,False,,False,,,,,
2022-11-19,18:26,8001.0,9933.0,1932.0,24.15,142.0,0.0,False,,False,,,,,
2022-11-20,17:51,8854.0,10897.0,2044.0,23.09,220.0,0.0,False,,False,,,,,
2022-11-21,17:38,8922.0,11482.0,2559.0,28.68,169.0,0.0,False,,False,,,,,
2022-11-22,17:49,9077.0,11301.0,2224.0,24.5,111.0,0.0,False,,False,,,,,
2022-11-23,18:19,9016.0,11561.0,2546.0,28.24,215.0,0.0,False,,False,,,,,
2022-11-24,18:22,9208.0,11824.0,2615.0,28.4,69.0,0.0,False,,False,,,,,
2022-11-25,12:45,8879.0,13262.0,4383.0,49.36,1993.0,0.0,False,,False,,,,,
2022-11-26,18:26,8872.0,11389.0,2517.0,28.37,47.0,0.0,False,,False,,,,,
2022-11-27,18:25,9698.0,11672.0,1974.0,20.35,176.0,0.0,False,,False,,,,,
2022-11-28,18:29,9551.0,11861.0,2311.0,24.2,162.0,0.0,False,,False,,,,,
2022-11-29,18:22,9806.0,12181.0,2375.0,24.22,19.0,0.0,False,,False,,,,,
2022-11-30,18:19,9697.0,12433.0,2736.0,28.21,174.0,0.0,False,,False,,,,,
2022-12-01,18:34,9183.0,12313.0,3129.0,34.07,142.0,0.0,False,,False,,,,,
2022-12-02,17:29,8307.0,11634.0,3327.0,40.05,158.0,0.0,False,,False,,,,,
2022-12-03,19:18,8503.0,11261.0,2759.0,32.45,35.0,0.0,False,,False,,,,,
2022-12-04,18:31,9294.0,11424.0,2131.0,22.93,160.0,0.0,False,,False,,,,,
2022-12-05,18:23,9442.0,12021.0,2579.0,27.31,57.0,0.0,False,,False,,,,,
2022-12-06,18:29,9789.0,12840.0,3051.0,31.17,44.0,0.0,False,,False,,,,,
2022-12-07,18:44,9758.0,12915.0,3157.0,32.35,157.0,0.0,False,,False,,,,,
2022-12-08,18:23,9548.0,12832.0,3284.0,34.39,161.0,0.0,False,,False,,,,,
2022-12-09,17:28,8574.0,12457.0,3883.0,45.29,16.0,0.0,False,,False,,,,,
2022-12-10,18:23,8704.0,12213.0,3509.0,40.31,46.0,0.0,False,,False,,,,,
2022-12-11,18:51,9564.0,12319.0,2755.0,28.81,162.0,0.0,False,,False,,,,,
2022-12-12,18:44,9533.0,11826.0,2293.0,24.05,127.0,0.0,False,,False,,,,,
2022-12-13,18:45,9556.0,12056.0,2500.0,26.16,15.0,0.0,False,,False,,,,,
2022-12-14,18:27,9854.0,12158.0,2304.0,23.38,114.0,0.0,False,,False,,,,,
2022-12-15,18:22,9520.0,11948.0,2428.0,25.5,155.0,0.0,False,,False,,,,,
2022-12-16,17:40,8419.0,11755.0,3336.0,39.62,51.0,0.0,False,,False,,,,,
2022-12-17,19:21,8389.0,11374.0,2985.0,35.58,79.0,0.0,False,,False,,,,,
2022-12-18,18:04,8919.0,11836.0,2917.0,32.71,215.0,0.0,False,,False,,,,,
2022-12-19,18:33,9110.0,12226.0,3117.0,34.22,178.0,0.0,False,,False,,,,,
2022-12-20,18:25,9262.0,11637.0,2375.0,25.64,117.0,0.0,False,,False,,,,,
2022-12-21,17:53,9840.0,12759.0,2919.0,29.66,172.0,0.0,False,,False,,,,,
2022-12-22,18:28,9525.0,12605.0,3080.0,32.34,207.0,0.0,False,,False,,,,,
2022-12-23,17:31,9013.0,12333.0,3320.0,36.84,47.0,0.0,False,,False,,,,,
2022-12-24,18:17,9599.0,12181.0,2582.0,26.9,45.0,0.0,False,,False,,,,,
2022-12-25,17:58,11155.0,12708.0,1553.0,13.92,116.0,0.0,False,,False,,,,,
2022-12-26,18:19,12077.0,13352.0,1476.0,12.22,26.0,0.0,True,demand response,False,JERUSALEM CENTRE,min,5.8,0.1447,"demand response — Jerusalem Centre 5.8 °C, colder than 86% of winter days; not an extreme day"
2022-12-27,18:46,11566.0,12993.0,1557.0,13.46,16.0,0.0,True,demand response,False,JERUSALEM CENTRE,min,6.7,0.2055,"demand response — Jerusalem Centre 6.7 °C, colder than 79% of winter days; not an extreme day"
2022-12-28,19:30,11281.0,12911.0,1629.0,14.44,103.0,0.0,False,,False,,,,,
2022-12-29,18:57,11005.0,13100.0,2096.0,19.05,173.0,0.0,False,,False,,,,,
2022-12-30,17:38,10006.0,12733.0,2727.0,27.25,112.0,0.0,False,,False,,,,,
2022-12-31,18:38,10323.0,12534.0,2212.0,21.43,74.0,,False,,False,,,,,
2023-01-01,18:53,11464.0,13219.0,1755.0,15.31,236.0,0.0,False,,False,,,,,
2023-01-02,19:19,11917.0,13493.0,1576.0,13.22,233.0,0.0,False,,False,,,,,
2023-01-03,18:57,11438.0,13703.0,2265.0,19.8,224.0,0.0,False,,False,,,,,
2023-01-04,18:42,11256.0,13581.0,2325.0,20.66,123.0,0.0,False,,False,,,,,
2023-01-05,18:40,10999.0,13580.0,2581.0,23.47,151.0,0.0,False,,False,,,,,
2023-01-06,16:00,10500.0,13863.0,3364.0,32.04,557.0,0.0,False,,False,,,,,
2023-01-07,18:34,10357.0,13298.0,2941.0,28.4,40.0,0.0,False,,False,,,,,
2023-01-08,19:13,11125.0,13663.0,2538.0,22.81,43.0,0.0,False,,False,,,,,
2023-01-09,18:46,11634.0,13428.0,1794.0,15.42,45.0,0.0,False,,False,,,,,
2023-01-10,19:21,11400.0,13483.0,2082.0,18.26,15.0,0.0,False,,False,,,,,
2023-01-11,19:40,11444.0,13711.0,2267.0,19.81,69.0,0.0,False,,False,,,,,
2023-01-12,18:32,11965.0,13658.0,1693.0,14.15,26.0,0.0,False,,False,,,,,
2023-01-13,17:55,10472.0,13766.0,3294.0,31.46,15.0,0.0,False,,False,,,,,
2023-01-14,18:51,11345.0,13372.0,2027.0,17.87,16.0,0.0,False,,False,,,,,
2023-01-15,19:18,11836.0,13533.0,1697.0,14.34,15.0,0.0,False,,False,,,,,
2023-01-16,19:21,11812.0,13563.0,1751.0,14.82,19.0,0.0,False,,False,,,,,
2023-01-17,19:24,11529.0,13355.0,1827.0,15.85,25.0,0.0,False,,False,,,,,
2023-01-18,19:42,11156.0,13119.0,1963.0,17.6,14.0,0.0,False,,False,,,,,
2023-01-19,19:29,10734.0,12511.0,1776.0,16.55,39.0,0.0,False,,False,,,,,
2023-01-20,18:06,9304.0,12421.0,3117.0,33.5,67.0,0.0,False,,False,,,,,
2023-01-21,19:16,9726.0,12016.0,2291.0,23.56,68.0,0.0,False,,False,,,,,
2023-01-22,19:25,10563.0,12404.0,1841.0,17.43,53.0,0.0,False,,False,,,,,
2023-01-23,19:19,10305.0,13000.0,2695.0,26.15,128.0,0.0,False,,False,,,,,
2023-01-24,19:30,10262.0,13646.0,3384.0,32.98,113.0,0.0,False,,False,,,,,
2023-01-25,18:50,10439.0,13617.0,3179.0,30.45,128.0,0.0,False,,False,,,,,
2023-01-26,19:23,10454.0,13231.0,2777.0,26.56,139.0,0.0,False,,False,,,,,
2023-01-27,18:07,8948.0,12268.0,3321.0,37.11,60.0,0.0,False,,False,,,,,
2023-01-28,19:07,9130.0,12389.0,3259.0,35.7,39.0,0.0,False,,False,,,,,
2023-01-29,18:45,10260.0,13071.0,2810.0,27.39,34.0,0.0,False,,False,,,,,
2023-01-30,19:28,10884.0,13097.0,2213.0,20.33,59.0,0.0,False,,False,,,,,
2023-01-31,18:49,12032.0,14343.0,2311.0,19.21,74.0,0.0,False,,False,,,,,
2023-02-01,18:36,12883.0,13942.0,1059.0,8.22,121.0,0.0,False,tight reserve,True,JERUSALEM CENTRE,min,3.9,0.0608,"tight reserve — Jerusalem Centre 3.9 °C, colder than 94% of winter days"
2023-02-02,18:45,12321.0,14359.0,2038.0,16.54,90.0,0.0,False,,False,,,,,
2023-02-03,16:17,11002.0,14939.0,3936.0,35.78,649.0,0.0,False,,False,,,,,
2023-02-04,18:58,11665.0,14152.0,2487.0,21.32,106.0,0.0,False,,False,,,,,
2023-02-05,18:48,12047.0,14505.0,2458.0,20.4,167.0,0.0,False,,False,,,,,
2023-02-06,18:36,13717.0,14796.0,1079.0,7.87,82.0,0.0,False,tight reserve,True,JERUSALEM CENTRE,min,1.8,0.0174,"tight reserve — Jerusalem Centre 1.8 °C, colder than 98% of winter days"
2023-02-07,18:40,13930.0,14636.0,706.0,5.07,57.0,0.0,False,tight reserve,True,JERUSALEM CENTRE,min,1.4,0.013,"tight reserve — Jerusalem Centre 1.4 °C, colder than 99% of winter days"
2023-02-08,19:26,13984.0,14756.0,901.0,6.44,93.0,0.0,True,"demand response, tight reserve",True,JERUSALEM CENTRE,min,2.0,0.0188,"demand response, tight reserve — Jerusalem Centre 2.0 °C, colder than 98% of winter days"
2023-02-09,19:08,13233.0,14590.0,1357.0,10.25,15.0,0.0,False,,False,,,,,
2023-02-10,18:19,11413.0,14562.0,3150.0,27.6,70.0,0.0,False,,False,,,,,
2023-02-11,19:14,12126.0,14401.0,2275.0,18.76,109.0,0.0,False,,False,,,,,
2023-02-12,19:36,13149.0,14531.0,1382.0,10.51,103.0,0.0,False,,False,,,,,
2023-02-13,19:37,13083.0,14575.0,1492.0,11.4,111.0,0.0,False,,False,,,,,
2023-02-14,19:23,12778.0,14340.0,1562.0,12.22,100.0,0.0,False,,False,,,,,
2023-02-15,19:21,13194.0,14280.0,1086.0,8.23,29.0,0.0,False,tight reserve,True,JERUSALEM CENTRE,min,4.7,0.0883,"tight reserve — Jerusalem Centre 4.7 °C, colder than 91% of winter days"
2023-02-16,19:26,12871.0,14359.0,1487.0,11.55,108.0,0.0,False,,False,,,,,
2023-02-17,18:20,10872.0,14267.0,3395.0,31.23,77.0,0.0,False,,False,,,,,
2023-02-18,19:24,10960.0,13903.0,2943.0,26.85,127.0,0.0,False,,False,,,,,
2023-02-19,19:33,11624.0,14618.0,2994.0,25.76,125.0,0.0,False,,False,,,,,
2023-02-20,19:19,11382.0,14171.0,2789.0,24.5,136.0,0.0,False,,False,,,,,
2023-02-21,19:33,11241.0,13924.0,2683.0,23.87,125.0,0.0,False,,False,,,,,
2023-02-22,19:30,10971.0,13231.0,2260.0,20.6,136.0,0.0,False,,False,,,,,
2023-02-23,18:49,10966.0,13622.0,2656.0,24.22,173.0,0.0,False,,False,,,,,
2023-02-24,18:19,9701.0,13094.0,3393.0,34.98,98.0,0.0,False,,False,,,,,
2023-02-25,19:07,9925.0,12540.0,2614.0,26.34,121.0,0.0,False,,False,,,,,
2023-02-26,19:18,10299.0,12760.0,2462.0,23.91,191.0,0.0,False,,False,,,,,
2023-02-27,19:18,9520.0,12301.0,2781.0,29.21,136.0,0.0,False,,False,,,,,
2023-02-28,18:52,8880.0,12695.0,3816.0,42.97,136.0,0.0,False,,False,,,,,
2023-03-01,18:42,8778.0,11929.0,3151.0,35.9,122.0,0.0,False,,False,,,,,
2023-03-02,18:34,8652.0,12457.0,3804.0,43.97,155.0,0.0,False,,False,,,,,
2023-03-03,18:13,8155.0,11232.0,3078.0,37.74,182.0,0.0,False,,False,,,,,
2023-03-04,19:29,8220.0,10816.0,2597.0,31.59,45.0,0.0,False,,False,,,,,
2023-03-05,18:32,8838.0,11076.0,2238.0,25.32,63.0,0.0,False,,False,,,,,
2023-03-06,18:24,9045.0,11674.0,2629.0,29.07,214.0,0.0,False,,False,,,,,
2023-03-07,19:22,8893.0,11723.0,2830.0,31.82,159.0,0.0,False,,False,,,,,
2023-03-08,18:58,9377.0,12155.0,2778.0,29.63,221.0,0.0,True,demand response,False,JERUSALEM CENTRE,min,8.5,0.4139,"demand response — Jerusalem Centre 8.5 °C, colder than 59% of winter days; not an extreme day"
2023-03-09,18:51,9443.0,11883.0,2440.0,25.84,188.0,0.0,False,,False,,,,,
2023-03-10,18:27,8362.0,11151.0,2789.0,33.35,133.0,0.0,False,,False,,,,,
2023-03-11,19:17,8286.0,10970.0,2684.0,32.39,136.0,0.0,False,,False,,,,,
2023-03-12,19:03,8751.0,11082.0,2330.0,26.63,140.0,0.0,False,,False,,,,,
2023-03-13,18:49,9115.0,10408.0,1293.0,14.19,79.0,0.0,False,,False,,,,,
2023-03-14,18:42,10158.0,10717.0,689.0,6.78,31.0,0.0,True,"demand response, tight reserve",False,JERUSALEM CENTRE,min,6.2,0.1635,"demand response, tight reserve — Jerusalem Centre 6.2 °C, colder than 84% of winter days; not an extreme day"
2023-03-15,18:53,10422.0,11395.0,1114.0,10.69,248.0,0.0,True,demand response,False,JERUSALEM CENTRE,min,7.3,0.2605,"demand response — Jerusalem Centre 7.3 °C, colder than 74% of winter days; not an extreme day"
2023-03-16,19:17,9555.0,11793.0,2368.0,24.78,163.0,0.0,True,demand response,False,JERUSALEM CENTRE,min,7.3,0.2605,"demand response — Jerusalem Centre 7.3 °C, colder than 74% of winter days; not an extreme day"
2023-03-17,18:30,8593.0,11388.0,2925.0,34.04,183.0,0.0,True,demand response,False,BET DAGAN,min,9.4,0.4168,"demand response — Bet Dagan 9.4 °C, colder than 58% of winter days; not an extreme day"
2023-03-18,19:18,9132.0,11438.0,2306.0,25.25,48.0,0.0,False,,False,,,,,
2023-03-19,18:38,11003.0,12760.0,1758.0,15.98,185.0,0.0,False,,False,,,,,
2023-03-20,18:53,10790.0,12664.0,1874.0,17.37,35.0,0.0,False,,False,,,,,
2023-03-21,19:19,10273.0,12886.0,2613.0,25.44,54.0,0.0,False,,False,,,,,
2023-03-22,18:56,10041.0,13313.0,3272.0,32.59,19.0,0.0,False,,False,,,,,
2023-03-23,19:08,9606.0,12343.0,2737.0,28.49,104.0,0.0,False,,False,,,,,
2023-03-24,18:29,8696.0,11562.0,2866.0,32.96,429.0,0.0,False,,False,,,,,
2023-03-25,20:16,8963.0,11611.0,2648.0,29.54,16.0,0.0,False,,False,,,,,
2023-03-26,19:54,9405.0,11798.0,2394.0,25.45,207.0,0.0,False,,False,,,,,
2023-03-27,19:59,9170.0,11075.0,1905.0,20.77,184.0,0.0,False,,False,,,,,
2023-03-28,19:59,8861.0,11823.0,2962.0,33.43,157.0,0.0,False,,False,,,,,
2023-03-29,19:49,9557.0,11629.0,2072.0,21.68,198.0,0.0,False,,False,,,,,
2023-03-30,20:00,10394.0,11866.0,1472.0,14.16,228.0,0.0,False,,False,,,,,
2023-03-31,18:30,9397.0,12086.0,2689.0,28.62,371.0,0.0,False,,False,,,,,
2023-04-01,20:35,9239.0,11892.0,2652.0,28.7,193.0,0.0,False,,False,,,,,
2023-04-02,20:10,9205.0,12180.0,2976.0,32.33,202.0,0.0,False,,False,,,,,
2023-04-03,19:59,8642.0,10164.0,1521.0,17.6,173.0,0.0,False,,False,,,,,
2023-04-04,18:46,8504.0,12058.0,3554.0,41.79,611.0,0.0,False,,False,,,,,
2023-04-05,17:30,8046.0,11151.0,3105.0,38.59,1467.0,0.0,False,,False,,,,,
2023-04-06,20:41,7612.0,10569.0,2958.0,38.86,185.0,0.0,False,,False,,,,,
2023-04-07,18:45,8084.0,10649.0,2565.0,31.73,679.0,0.0,False,,False,,,,,
2023-04-08,20:29,7554.0,10279.0,2725.0,36.07,13.0,0.0,False,,False,,,,,
2023-04-09,18:29,8369.0,10811.0,2442.0,29.18,732.0,0.0,False,,False,,,,,
2023-04-10,18:00,8529.0,11117.0,2588.0,30.34,608.0,0.0,False,,False,,,,,
2023-04-11,17:32,8072.0,11933.0,3862.0,47.84,1259.0,0.0,False,,False,,,,,
2023-04-12,20:30,8902.0,10268.0,1366.0,15.34,93.0,0.0,False,,False,,,,,
2023-04-13,20:03,9484.0,11115.0,1631.0,17.2,92.0,0.0,False,,False,,,,,
2023-04-14,18:47,8247.0,11168.0,2921.0,35.42,463.0,0.0,False,,False,,,,,
2023-04-15,20:42,8027.0,11158.0,3131.0,39.01,153.0,0.0,False,,False,,,,,
2023-04-16,20:05,8484.0,11704.0,3220.0,37.95,157.0,0.0,False,,False,,,,,
2023-04-17,20:23,8311.0,10771.0,2460.0,29.6,163.0,0.0,False,,False,,,,,
2023-04-18,16:56,8694.0,12437.0,3743.0,43.05,2152.0,0.0,False,,False,,,,,
2023-04-19,18:44,9096.0,10761.0,1665.0,18.3,762.0,0.0,False,,False,,,,,
2023-04-20,20:01,8393.0,9908.0,1515.0,18.05,195.0,0.0,False,,False,,,,,
2023-04-21,18:43,7566.0,10164.0,2599.0,34.35,366.0,0.0,False,,False,,,,,
2023-04-22,20:36,7589.0,9602.0,2012.0,26.51,131.0,0.0,False,,False,,,,,
2023-04-23,19:49,8214.0,9609.0,1396.0,17.0,82.0,0.0,False,,False,,,,,
2023-04-24,19:45,8111.0,9962.0,1851.0,22.82,185.0,0.0,False,,False,,,,,
2023-04-25,19:45,7803.0,10087.0,2284.0,29.27,138.0,0.0,False,,False,,,,,
2023-04-26,20:19,7720.0,10000.0,2280.0,29.53,143.0,0.0,False,,False,,,,,
2023-04-27,19:36,8100.0,10255.0,2156.0,26.62,148.0,0.0,False,,False,,,,,
2023-04-28,17:54,7807.0,11549.0,3742.0,47.93,1111.0,0.0,False,,False,,,,,
2023-04-29,20:38,7968.0,10593.0,2625.0,32.94,173.0,0.0,False,,False,,,,,
2023-04-30,19:53,8437.0,10665.0,2228.0,26.41,171.0,0.0,False,,False,,,,,
2023-05-01,15:42,8602.0,15895.0,7293.0,84.78,3033.0,0.0,False,,False,,,,,
2023-05-02,20:08,8316.0,11945.0,3628.0,43.63,147.0,0.0,False,,False,,,,,
2023-05-03,19:51,8482.0,11805.0,3323.0,39.18,105.0,0.0,False,,False,,,,,
2023-05-04,15:31,9144.0,14555.0,5411.0,59.18,3071.0,0.0,False,,False,,,,,
2023-05-05,14:12,9048.0,14506.0,5458.0,60.32,2765.0,0.0,False,,False,,,,,
2023-05-06,20:45,8083.0,11639.0,3556.0,43.99,141.0,0.0,False,,False,,,,,
2023-05-07,20:03,8728.0,11012.0,2284.0,26.17,126.0,0.0,False,,False,,,,,
2023-05-08,19:54,8579.0,11433.0,2854.0,33.27,168.0,0.0,False,,False,,,,,
2023-05-09,20:07,8701.0,11387.0,2685.0,30.86,152.0,0.0,False,,False,,,,,
2023-05-10,16:48,8848.0,13369.0,4522.0,51.11,2208.0,0.0,False,,False,,,,,
2023-05-11,16:34,9461.0,13251.0,3790.0,40.06,2282.0,0.0,False,,False,,,,,
2023-05-12,18:28,8375.0,10880.0,2505.0,29.91,641.0,0.0,False,,False,,,,,
2023-05-13,20:42,8093.0,11270.0,3177.0,39.26,150.0,0.0,False,,False,,,,,
2023-05-14,15:24,8791.0,13600.0,4809.0,54.7,3029.0,0.0,False,,False,,,,,
2023-05-15,15:42,9372.0,14668.0,5295.0,56.5,2902.0,0.0,False,,False,,,,,
2023-05-16,15:36,10241.0,13303.0,3061.0,29.89,2876.0,123.0,False,,False,,,,,
2023-05-17,15:06,10803.0,14675.0,3872.0,35.84,2977.0,0.0,False,,False,,,,,
2023-05-18,14:12,9589.0,14116.0,4527.0,47.21,3130.0,0.0,False,,False,,,,,
2023-05-19,18:41,8179.0,11379.0,3200.0,39.12,684.0,0.0,False,,False,,,,,
2023-05-20,20:43,8080.0,11505.0,3425.0,42.39,31.0,0.0,False,,False,,,,,
2023-05-21,15:28,9087.0,13903.0,4816.0,53.0,2637.0,0.0,False,,False,,,,,
2023-05-22,14:50,9837.0,14133.0,4296.0,43.67,2723.0,0.0,False,,False,,,,,
2023-05-23,15:38,9838.0,14736.0,4898.0,49.79,2851.0,0.0,False,,False,,,,,
2023-05-24,15:18,10327.0,13857.0,3530.0,34.18,2367.0,0.0,False,,False,,,,,
2023-05-25,14:37,9239.0,14648.0,5410.0,58.56,3258.0,0.0,False,,False,,,,,
2023-05-26,20:03,8147.0,11009.0,2862.0,35.13,17.0,0.0,False,,False,,,,,
2023-05-27,18:52,9530.0,11851.0,2321.0,24.35,864.0,0.0,False,,False,,,,,
2023-05-28,15:36,10807.0,13422.0,2745.0,25.4,2620.0,0.0,True,demand response,True,BET DAGAN,max,34.7,0.0913,"demand response — Bet Dagan 34.7 °C, hotter than 91% of summer days"
2023-05-29,15:24,9999.0,13538.0,3539.0,35.39,2865.0,0.0,False,,False,,,,,
2023-05-30,15:04,9860.0,13343.0,3483.0,35.32,3156.0,0.0,False,,False,,,,,
2023-05-31,15:27,9929.0,12910.0,2982.0,30.03,3033.0,0.0,False,,False,,,,,
2023-06-01,16:11,11358.0,13265.0,1907.0,16.79,1935.0,0.0,False,,False,,,,,
2023-06-02,15:56,12557.0,12778.0,221.0,1.76,2082.0,0.0,False,tight reserve,True,BET DAGAN,max,43.8,0.0013,"tight reserve — Bet Dagan 43.8 °C, hotter than 100% of summer days"
2023-06-03,10:30,9979.0,14003.0,4023.0,40.31,2586.0,0.0,False,,False,,,,,
2023-06-04,15:42,10579.0,13958.0,3379.0,31.94,2845.0,0.0,False,,False,,,,,
2023-06-05,15:18,10001.0,13867.0,3866.0,38.66,3194.0,0.0,False,,False,,,,,
2023-06-06,15:34,10202.0,14987.0,4785.0,46.9,3128.0,0.0,False,,False,,,,,
2023-06-07,16:16,10705.0,15446.0,4741.0,44.29,2721.0,0.0,False,,False,,,,,
2023-06-08,14:32,10882.0,14746.0,3864.0,35.51,1768.0,0.0,False,,False,,,,,
2023-06-09,17:50,11388.0,14716.0,3328.0,29.22,947.0,0.0,False,,False,,,,,
2023-06-10,16:23,9881.0,15015.0,5134.0,51.96,2571.0,0.0,False,,False,,,,,
2023-06-11,15:26,10859.0,15488.0,4629.0,42.63,3115.0,0.0,False,,False,,,,,
2023-06-12,15:58,10582.0,15407.0,4825.0,45.6,2896.0,0.0,False,,False,,,,,
2023-06-13,15:05,10380.0,14184.0,3804.0,36.65,1784.0,0.0,False,,False,,,,,
2023-06-14,15:36,10729.0,15789.0,5060.0,47.16,3077.0,0.0,False,,False,,,,,
2023-06-15,15:05,10411.0,15890.0,5479.0,52.63,3310.0,0.0,False,,False,,,,,
2023-06-16,17:32,10209.0,15034.0,4824.0,47.25,1807.0,0.0,False,,False,,,,,
